"Source","Site_name","Site","Plot","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","Year_collected_end","U_depth_m","L_depth_m","Method","Data_type","OC_perc","BD_reported_g_cm3","Core","Nation","SOM_perc","SOM_perc_Heiri","N_perc","Original_source","Conv_factor","State","Location","Depth_to_bedrock_m","Season","Treatment","Replicate","n_cores","Core_type","SOM_perc_mean","SOM_perc_sd","OC_perc_mean","OC_perc_sd","OC_perc_se","BD_reported_g_cm3_mean","BD_reported_g_cm3_se","BD_reported_g_cm3_sd","OC_perc_combined","SOM_perc_combined","BD_reported_combined"
"CCRCN",NA,NA,NA,"marsh",29.717501,-90.149008,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.08,"CRMS3985_1",NA,69.45,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.45,0.08
"CCRCN",NA,NA,NA,"marsh",29.657504,-90.041736,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.15,"CRMS4103_1",NA,47.1,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.1,0.15
"CCRCN",NA,NA,NA,"marsh",29.67202,-90.135489,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.22,"CRMS4245_1",NA,28.35,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.35,0.22
"CCRCN",NA,NA,NA,"marsh",29.193062,-90.169942,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.2,"CRMS0164_1",NA,27.39,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.39,0.2
"CCRCN",NA,NA,NA,"marsh",29.287399,-90.137924,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.24,"CRMS0175_1",NA,28.68,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.68,0.24
"CCRCN",NA,NA,NA,"marsh",29.287475,-90.046981,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.8,"CRMS0178_1",NA,5.61,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.61,0.8
"CCRCN",NA,NA,NA,"marsh",29.52686,-90.260493,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.08,"CRMS0190_1",NA,70.92,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.92,0.08
"CCRCN",NA,NA,NA,"marsh",29.142181,-90.229243,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.31,"CRMS0292_1",NA,20.5,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,0.31
"CCRCN",NA,NA,NA,"marsh",29.294633,-90.29328,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.22,"CRMS0310_1",NA,29.51,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.51,0.22
"CCRCN",NA,NA,NA,"marsh",29.505085,-90.385496,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.06,"CRMS0312_1",NA,85.57,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.57,0.06
"CCRCN",NA,NA,NA,"marsh",29.294648,-90.325462,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.29,"CRMS0318_1",NA,18.01,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.01,0.29
"CCRCN",NA,NA,NA,"marsh",29.323665,-90.324705,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.22,"CRMS0319_1",NA,27.62,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.62,0.22
"CCRCN",NA,NA,NA,"marsh",29.272863,-90.387717,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.3,"CRMS0335_1",NA,16.83,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.83,0.3
"CCRCN",NA,NA,NA,"marsh",29.309147,-90.355932,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.29,"CRMS0337_1",NA,16.42,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.42,0.29
"CCRCN",NA,NA,NA,"marsh",29.432504,-90.354245,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.16,"CRMS0386_1",NA,53.09,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.09,0.16
"CCRCN",NA,NA,NA,"marsh",29.410729,-90.322994,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.1,"CRMS0387_1",NA,45.21,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.21,0.1
"CCRCN",NA,NA,NA,"marsh",29.352665,-90.260493,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.19,"CRMS0397_1",NA,40.96,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.96,0.19
"CCRCN",NA,NA,NA,"marsh",29.490568,-90.510499,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.07,"CRMS0400_1",NA,52.17,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.17,0.07
"CCRCN",NA,NA,NA,"marsh",29.476054,-90.479248,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.1,"CRMS0416_1",NA,55.16,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.16,0.1
"CCRCN",NA,NA,NA,"marsh",29.323649,-90.292514,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.12,"CRMS0978_1",NA,44.5,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5,0.12
"CCRCN",NA,NA,NA,"marsh",29.497827,-90.447998,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.15,"CRMS2825_1",NA,44.74,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.74,0.15
"CCRCN",NA,NA,NA,"marsh",29.472612,-90.191569,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.19,"CRMS6303_1",NA,36.6,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.6,0.19
"CCRCN",NA,NA,NA,"marsh",30.100249,-89.791722,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.14,"CRMS0002_1",NA,17.79,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.79,0.14
"CCRCN",NA,NA,NA,"marsh",30.107509,-89.854225,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.15,"CRMS3626_1",NA,33.33,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33,0.15
"CCRCN",NA,NA,NA,"marsh",30.056702,-89.822973,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.29,"CRMS3650_1",NA,10.63,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.63,0.29
"CCRCN",NA,NA,NA,"marsh",30.158318,-89.666718,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.54,"CRMS3784_1",NA,7.9,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,0.54
"CCRCN",NA,NA,NA,"marsh",30.056701,-89.854224,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.04,"CRMS4107_1",NA,74.49,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.49,0.04
"CCRCN",NA,NA,NA,"marsh",29.759117,-89.916732,"direct from dataset",1,"United States",NA,NA,0,0.16,"EA","Core-level",NA,0.14,"CRMS0114_1",NA,35.9,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.9,0.14
"CCRCN",NA,NA,NA,"marsh",29.780891,-89.916731,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.26,"CRMS0115_1",NA,37.18,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.18,0.26
"CCRCN",NA,NA,NA,"marsh",29.809923,-89.916732,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.1,"CRMS0117_1",NA,28.97,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.97,0.1
"CCRCN",NA,NA,NA,"marsh",29.374438,-89.541719,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.51,"CRMS0118_1",NA,12.43,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.43,0.51
"CCRCN",NA,NA,NA,"marsh",29.476048,-89.635472,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.52,"CRMS0119_1",NA,16.69,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.69,0.52
"CCRCN",NA,NA,NA,"marsh",29.693791,-89.822975,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.19,"CRMS0121_1",NA,23.63,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.63,0.19
"CCRCN",NA,NA,NA,"marsh",29.766375,-89.979233,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.16,"CRMS0125_1",NA,47.34,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.34,0.16
"CCRCN",NA,NA,NA,"marsh",29.468786,-89.604221,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.53,"CRMS0129_1",NA,12.94,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.94,0.53
"CCRCN",NA,NA,NA,"marsh",29.692516,-89.885524,"direct from dataset",1,"United States",NA,NA,0,0.16,"EA","Core-level",NA,0.25,"CRMS0131_1",NA,28.13,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.13,0.25
"CCRCN",NA,NA,NA,"marsh",29.664762,-89.885481,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.12,"CRMS0132_1",NA,53.97,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.97,0.12
"CCRCN",NA,NA,NA,"marsh",29.686541,-89.760473,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.62,"CRMS0135_1",NA,8.78,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.78,0.62
"CCRCN",NA,NA,NA,"marsh",29.621215,-89.791725,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.27,"CRMS0136_1",NA,33.85,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.85,0.27
"CCRCN",NA,NA,NA,"marsh",29.381698,-89.479216,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.55,"CRMS0139_1",NA,9.81,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.81,0.55
"CCRCN",NA,NA,NA,"marsh",29.73008,-89.729222,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.36,"CRMS0146_1",NA,20.61,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.61,0.36
"CCRCN",NA,NA,NA,"marsh",29.512346,-89.697974,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.74,"CRMS0148_1",NA,11.56,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.56,0.74
"CCRCN",NA,NA,NA,"marsh",29.113146,-89.197959,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.6,"CRMS0154_1",NA,7.9,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,0.6
"CCRCN",NA,NA,NA,"marsh",29.163943,-89.166708,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.78,"CRMS0156_1",NA,7.51,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.51,0.78
"CCRCN",NA,NA,NA,"marsh",29.127657,-89.229211,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.64,"CRMS0157_1",NA,8.48,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.48,0.64
"CCRCN",NA,NA,NA,"marsh",29.040559,-89.197959,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.97,"CRMS0159_1",NA,6.72,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.72,0.97
"CCRCN",NA,NA,NA,"marsh",29.294589,-89.166708,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.46,"CRMS0161_1",NA,11.82,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.82,0.46
"CCRCN",NA,NA,NA,"marsh",29.163946,-89.135458,"direct from dataset",1,"United States",NA,NA,0,0.16,"EA","Core-level",NA,0.42,"CRMS0162_1",NA,9.54,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.54,0.42
"CCRCN",NA,NA,NA,"marsh",29.214755,-89.416714,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.44,"CRMS0163_1",NA,10.05,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.05,0.44
"CCRCN",NA,NA,NA,"marsh",29.323766,-89.796054,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.55,"CRMS0171_1",NA,8.71,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.71,0.55
"CCRCN",NA,NA,NA,"marsh",29.316534,-89.734333,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.43,"CRMS0172_1",NA,14.13,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.13,0.43
"CCRCN",NA,NA,NA,"marsh",29.454296,-89.729925,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.24,"CRMS0173_1",NA,21.13,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.13,0.24
"CCRCN",NA,NA,NA,"marsh",29.396296,-89.763017,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.28,"CRMS0174_1",NA,23.64,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.64,0.28
"CCRCN",NA,NA,NA,"marsh",29.410779,-89.793325,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.21,"CRMS0176_1",NA,25.37,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.37,0.21
"CCRCN",NA,NA,NA,"marsh",29.396228,-89.698451,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.32,"CRMS0179_1",NA,21.33,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.33,0.32
"CCRCN",NA,NA,NA,"marsh",29.338227,-89.700323,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.51,"CRMS0181_1",NA,16.07,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.07,0.51
"CCRCN",NA,NA,NA,"marsh",29.490566,-89.791727,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.23,"CRMS0209_1",NA,29.77,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.77,0.23
"CCRCN",NA,NA,NA,"marsh",29.512341,-89.885483,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.27,"CRMS0226_1",NA,23.51,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.51,0.27
"CCRCN",NA,NA,NA,"marsh",29.476051,-89.947985,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.17,"CRMS0237_1",NA,27.68,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.68,0.17
"CCRCN",NA,NA,NA,"marsh",29.526855,-89.822978,"direct from dataset",1,"United States",NA,NA,0,0.16,"EA","Core-level",NA,0.96,"CRMS0258_1",NA,9.73,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.73,0.96
"CCRCN",NA,NA,NA,"marsh",29.534114,-89.854229,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.23,"CRMS0260_1",NA,35.08,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.08,0.23
"CCRCN",NA,NA,NA,"marsh",29.417989,-89.697975,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.29,"CRMS0272_1",NA,25.42,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.42,0.29
"CCRCN",NA,NA,NA,"marsh",29.686537,-90.010486,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.04,"CRMS0287_1",NA,74.4,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.4,0.04
"CCRCN",NA,NA,NA,"marsh",29.229826,-89.313275,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.5,"CRMS2608_1",NA,4.96,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.96,0.5
"CCRCN",NA,NA,NA,"marsh",29.338137,-89.322962,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.47,"CRMS2614_1",NA,10.35,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.35,0.47
"CCRCN",NA,NA,NA,"marsh",29.228696,-89.187346,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,1.43,"CRMS2627_1",NA,2.36,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36,1.43
"CCRCN",NA,NA,NA,"marsh",29.229271,-89.260462,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.65,"CRMS2634_1",NA,5.09,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.09,0.65
"CCRCN",NA,NA,NA,"marsh",29.577666,-89.947985,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.18,"CRMS3601_1",NA,35.81,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.81,0.18
"CCRCN",NA,NA,NA,"marsh",29.548633,-89.916734,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.11,"CRMS3617_1",NA,14,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0.11
"CCRCN",NA,NA,NA,"marsh",29.512347,-89.791727,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.19,"CRMS3680_1",NA,44.4,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4,0.19
"CCRCN",NA,NA,NA,"marsh",29.214753,-89.229211,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.72,"CRMS4448_1",NA,5.16,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.16,0.72
"CCRCN",NA,NA,NA,"marsh",29.468787,-89.822978,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.22,"CRMS4529_1",NA,24.08,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.08,0.22
"CCRCN",NA,NA,NA,"marsh",29.338139,-89.197959,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.51,"CRMS4626_1",NA,13.84,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.84,0.51
"CCRCN",NA,NA,NA,"marsh",30.099365,-89.252743,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.66,"CRMS0003_1",NA,5.98,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.98,0.66
"CCRCN",NA,NA,NA,"marsh",29.955055,-89.415928,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.25,"CRMS0108_1",NA,24.5,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5,0.25
"CCRCN",NA,NA,NA,"marsh",29.846216,-89.854225,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.2,"CRMS0120_1",NA,33.57,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.57,0.2
"CCRCN",NA,NA,NA,"marsh",29.874734,-89.378759,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.57,"CRMS1024_1",NA,13.23,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.23,0.57
"CCRCN",NA,NA,NA,"marsh",30.048498,-89.218259,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.81,"CRMS1069_1",NA,4.15,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15,0.81
"CCRCN",NA,NA,NA,"marsh",29.904273,-89.854224,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.16,"CRMS3639_1",NA,35.52,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.52,0.16
"CCRCN",NA,NA,NA,"marsh",29.918794,-89.854224,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.07,"CRMS3641_1",NA,45.85,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.85,0.07
